chunk_id,page_start,page_end,type,font_size,text,bbox,hyperlink_target,items
ch1033,88,88,reference,11.04,Рисунок 119 — Просмотр тегов,"(233.86000061035156, 564.5731811523438, 392.4200134277344, 577.3795776367188)",,
ch1034,88,88,paragraph,12.0,При этом отдельного способа создать новый тег нет. Теги создаются автоматически при их упоминании:,"(56.66400146484375, 587.4500122070312, 570.0879516601562, 601.3699951171875)",,
ch1035,88,88,list_block,12.0,"• в настройках кнопок-действий (см. Рисунок 120);
• в настройках условия запуска рассылки (см. Рисунок 121).","(56.66400146484375, 628.445556640625, 62.18353271484375, 643.146728515625)",,"['• в настройках кнопок-действий (см. Рисунок 120);', '• в настройках условия запуска рассылки (см. Рисунок 121).']"
ch1037,89,89,paragraph,12.0,89,"(305.3999938964844, 810.47998046875, 321.3599853515625, 824.3999633789062)",,
ch1038,89,89,reference,11.04,Рисунок 120 — Создание тега при настройке кнопки-действия,"(148.85000610351562, 290.18316650390625, 477.4300231933594, 302.98956298828125)",,
ch1039,89,89,reference,11.04,Рисунок 121 — Создание тега при настройке условий запуска рассылки,"(124.37000274658203, 536.9732055664062, 501.9100036621094, 549.7796020507812)",,
ch1040,89,89,paragraph,12.0,"Плюс (+) справа от названия тега говорит о том, что при нажатии на Enter тег будет создан и добавлен в соответствующее поле.","(56.66400146484375, 559.8500366210938, 569.677978515625, 573.77001953125)",,
ch1041,89,89,paragraph,12.0,"Удалять теги из консоли маркетолога нельзя. Однажды добавленный тег не может быть удален, т. к. в общем случае нельзя гарантировать, что в одной из запущенных когда-то рассылок этот тег не будет выставляться или сниматься.","(56.66400146484375, 600.6699829101562, 569.5081176757812, 614.5899658203125)",,
ch1042,89,89,paragraph,12.0,Клиентам теги могут добавляться и удаляться двумя способами:,"(56.66400146484375, 658.75, 423.4100036621094, 672.6699829101562)",,
ch1043,89,89,list_block,12.0,• клиентом самостоятельно — в результате нажатий на кнопки в сообщениях рассылки (см. подробнее в подразделе,"(56.66400146484375, 682.4755249023438, 62.18353271484375, 697.1766967773438)",,['• клиентом самостоятельно — в результате нажатий на кнопки в сообщениях рассылки (см. подробнее в подразделе']
ch1044,89,89,paragraph,12.0,Настройка сценария рассылки,"(245.86000061035156, 700.5399780273438, 425.92999267578125, 714.4599609375)",15,
ch1045,89,89,paragraph,12.0,);,"(425.92999267578125, 700.5399780273438, 434.92999267578125, 714.4599609375)",15,
ch1046,89,89,list_block,12.0,• компанией — в результате выполнения API-запроса (см. запрос «Изменение тегов клиентов» в разделе,"(56.66400146484375, 724.2355346679688, 62.18353271484375, 738.9367065429688)",,['• компанией — в результате выполнения API-запроса (см. запрос «Изменение тегов клиентов» в разделе']
ch1047,89,89,paragraph,12.0,API консоли маркетолога,"(195.42999267578125, 742.5360107421875, 340.5519714355469, 756.4559936523438)",158,
ch1048,89,89,paragraph,12.0,).,"(340.70001220703125, 742.5360107421875, 349.4599914550781, 756.4559936523438)",158,
ch1049,90,90,paragraph,12.0,90,"(304.9200134277344, 810.47998046875, 321.8399963378906, 824.3999633789062)",,
ch1050,90,90,paragraph,18.0,Фильтрация клиентов (сегментирование),"(56.66400146484375, 42.54195785522461, 418.0159912109375, 65.0059585571289)",,
ch1051,90,90,reference,12.0,При выгрузке аудитории (см. раздел,"(56.66400146484375, 76.57999420166016, 293.656005859375, 90.49999237060547)",,
ch1052,90,90,paragraph,12.0,Выгрузка данных для выбранного бота,"(300.1199951171875, 76.57999420166016, 548.2220458984375, 90.49999237060547)",131,
ch1053,90,90,reference,12.0,) в одноименном разделе помимо прочих данных о клиентах выгружается и список тегов (см. Рисунок 122). Это позволяет сегментировать аудиторию по признаку наличия или отсутствия некоторого тега или тегов.,"(548.3800048828125, 76.57999420166016, 570.0999755859375, 90.49999237060547)",131,
ch1054,90,90,reference,11.04,Рисунок 122 — Список тегов клиента в файле аудитории бота,"(151.97000122070312, 315.8631591796875, 474.30999755859375, 328.6695556640625)",,
ch1055,90,90,paragraph,22.08,Использование событий,"(56.66400146484375, 340.3603210449219, 317.13214111328125, 367.9161376953125)",,
ch1056,90,90,paragraph,18.0,Общая информация о событиях,"(56.66400146484375, 383.4419860839844, 335.1659851074219, 405.9059753417969)",,
ch1057,90,90,paragraph,12.0,"События могут являться триггером к началу рассылки для клиента. Это удобно для решения некоторых маркетинговых задач. Например, можно создать событие «Клиент воспользовался услугой» и генерировать его при оплате клиентом услуги. Получив информацию о событии, бот может запустить одну или несколько рассылок этому клиенту: контроль качества через несколько дней, повторное предложение услуги со скидкой через месяц и т. д.","(56.66400146484375, 417.47998046875, 569.8998413085938, 431.3999938964844)",,
ch1058,90,90,paragraph,12.0,События делятся на два типа:,"(56.66400146484375, 527.9299926757812, 229.17999267578125, 541.8499755859375)",,
ch1059,90,90,ordered_list_block,12.0,1. Системные:,"(56.66400146484375, 551.2100219726562, 63.50400161743164, 565.1300048828125)",,['1. Системные:']
ch1060,90,90,list_block,12.0,"• Добавление нового клиента;
• Подтверждение номера телефона.","(74.42400360107422, 574.905517578125, 79.94353485107422, 589.606689453125)",,"['• Добавление нового клиента;', '• Подтверждение номера телефона.']"
ch1062,90,90,ordered_list_block,12.0,2. Пользовательские.,"(56.66400146484375, 623.4700317382812, 65.66400146484375, 637.3900146484375)",,['2. Пользовательские.']
ch1063,90,90,paragraph,12.0,Системные события,"(56.66400146484375, 652.989990234375, 172.99000549316406, 666.9099731445312)",,
ch1064,90,90,paragraph,12.0,"Системные события генерируются, когда клиент отправляет сообщение боту в первый раз, либо подтверждает номер телефона. Их нельзя удалить или изменить.","(55.704097747802734, 676.2999877929688, 570.0219116210938, 690.219970703125)",,
ch1065,90,90,paragraph,12.0,Важно!,"(56.66400146484375, 721.1799926757812, 99.76799774169922, 735.0999755859375)",,
ch1066,90,90,paragraph,12.0,"Системные события срабатывают для всех клиентов, которые подключились к боту или подтвердили номер телефона. При тестировании таких рассылок нужно быть очень","(56.66400146484375, 744.4559936523438, 569.5440063476562, 758.3759765625)",,
ch1067,91,91,paragraph,12.0,"91 аккуратным и учитывать, что эти события могут происходить одновременно у многих реальных клиентов.","(306.6000061035156, 810.47998046875, 319.9200134277344, 824.3999633789062)",,
ch1068,91,91,paragraph,12.0,"Тестирование таких рассылок лучше производить с использованием отдельного тестового события, и потом только переключать рассылку на начало по системным событиям. Иными словами, аудитория может оказаться шире, чем изначально кажется маркетологу.  И рассылка будет затрагивать всех будущих клиентов, которые подключатся или подтвердят номер телефона. Соответственно, лучше проверить такую рассылку заранее на другом событии и уже потом переключиться на нужное.","(56.66400146484375, 83.29996490478516, 569.5440673828125, 97.21996307373047)",,
ch1069,91,91,paragraph,12.0,Пользовательские события,"(56.66400146484375, 203.8300018310547, 213.7899932861328, 217.75)",,
ch1070,91,91,reference,12.0,Пользовательские события могут генерироваться из другой рассылки или с помощью специального вызова API (см. подробнее запросы группы «Генерация событий» в разделе,"(56.66400146484375, 227.10997009277344, 570.0338134765625, 241.02996826171875)",https://maxbotai.atlassian.net/wiki/spaces/API/pages/5570575/Marketer.#%D0%93%D0%B5%D0%BD%D0%B5%D1%80%D0%B0%D1%86%D0%B8%D1%8F-%D1%81%D0%BE%D0%B1%D1%8B%D1%82%D0%B8%D0%B9,
ch1071,91,91,paragraph,12.0,API консоли маркетолога,"(56.66400146484375, 261.9100036621094, 201.9600067138672, 275.83001708984375)",158,
ch1072,91,91,paragraph,12.0,).,"(202.14999389648438, 261.9100036621094, 210.6699981689453, 275.83001708984375)",158,
ch1073,91,91,reference,12.0,Пользовательские события можно создавать и удалять из интерфейса консоли маркетолога (см. Рисунок 123).,"(56.66400146484375, 285.4599914550781, 570.0999755859375, 299.3800048828125)",90,
ch1074,91,91,reference,11.04,Рисунок 123 — Переход к добавлению пользовательского события,"(139.00999450683594, 543.6931762695312, 487.27001953125, 556.4995727539062)",,
ch1075,91,91,reference,12.0,"При создании события задается его идентификатор, имя и аргументы (см. Рисунок 124). Идентификатор события используется при генерации события. Имя используется для отображения события в интерфейсе, например, при выборе события в условиях запуска рассылки.","(56.66400146484375, 566.5700073242188, 570.0999755859375, 580.489990234375)",91,
ch1076,92,92,paragraph,12.0,92,"(305.3999938964844, 810.47998046875, 321.1199951171875, 824.3999633789062)",,
ch1077,92,92,reference,11.04,Рисунок 124 — Ввод аргументов события,"(206.9499969482422, 324.503173828125, 419.33001708984375, 337.3095703125)",,
ch1078,92,92,paragraph,12.0,"Аргументы позволяют передавать дополнительную информацию при генерации события. Например, у системного события «Подтверждение номера телефона» есть аргумент phone_number — номер телефона, который подтвердил клиент.","(56.66400146484375, 347.3799743652344, 569.6300048828125, 361.29998779296875)",,
ch1079,92,92,paragraph,12.0,"При создании пользовательских событий в них может быть добавлено произвольное число аргументов. Например, для события «Клиент воспользовался услугой» можно добавить аргументы «Дата оказания услуги» и «Мастер, который оказывал услугу». Эти аргументы можно будет использовать в текстах сообщений, кнопках рассылки и других текстовых полях аналогично макросам. Таким образом, можно создавать персонифицированные для каждого клиента рассылки.","(56.66400146484375, 405.719970703125, 569.5319213867188, 419.6399841308594)",,
ch1080,92,92,paragraph,18.0,Редактирование событий,"(56.66400146484375, 522.2119140625, 282.3659973144531, 544.6759643554688)",,
ch1081,92,92,paragraph,12.0,После создания пользовательского события маркетолог может произвольно редактировать все доступные поля и удалить его.,"(56.66400146484375, 556.25, 95.1600112915039, 570.1699829101562)",,
ch1082,92,92,paragraph,12.0,"Если хотя бы одна рассылка настроена на старт по данному событию, то его удаление запрещено, редактирование названия и идентификатора рассылки разрешено. Редактирование и удаление аргументов события ограничено созданными в рассылке макросами. Если аргумент события не используется в рассылке, то его можно удалять и изменять. Если используется, то доступно только изменение названия аргумента.","(56.66400146484375, 597.0700073242188, 569.4720458984375, 610.989990234375)",,
ch1083,92,92,paragraph,12.0,"Если хотя бы одна из рассылок, настроенных на старт по данному событию, запущена, то редактирование всех полей события и его аргументов запрещено.","(56.66400146484375, 689.9800415039062, 569.6642456054688, 703.9000244140625)",,
ch1084,93,93,paragraph,12.0,93,"(305.3999938964844, 810.47998046875, 321.1199951171875, 824.3999633789062)",,
ch1085,93,93,paragraph,18.0,"Тестирование рассылок, запускаемых по событию","(56.66400146484375, 42.54195785522461, 502.0360107421875, 65.0059585571289)",,
ch1086,93,93,paragraph,12.0,В интерфейсе консоли маркетолога предусмотрена возможность генерации событий в целях тестирования.,"(56.66400146484375, 76.57999420166016, 570.0458984375, 90.49999237060547)",,
ch1087,93,93,reference,12.0,Для этого можно нажать кнопку «Сгенерировать событие» в разделе «События» напротив выбранного события (см. Рисунок 125) или на странице самого события (см. Рисунок 126).,"(56.66400146484375, 117.4100112915039, 569.6520385742188, 131.33001708984375)",92,
ch1088,93,93,reference,11.04,Рисунок 125 — Кнопки генерации событий в списке,"(179.58999633789062, 420.76318359375, 446.9300231933594, 433.569580078125)",,
ch1089,93,93,reference,11.04,Рисунок 126 — Кнопка генерации события на странице события,"(146.2100067138672, 766.7232055664062, 480.30999755859375, 779.5296020507812)",,
ch1090,94,94,reference,12.0,"94 После генерации события с использованием интерфейса Marketer в области «Список launch_result_ids» отображаются специальные ссылки (см. Рисунок 127), позволяющие перейти к отладке рассылки.","(305.1600036621094, 810.47998046875, 321.3599853515625, 824.3999633789062)",93,
ch1091,94,94,reference,11.04,Рисунок 127 — Сгенерировано событие с идентификатором запуска (launch_result_id),"(88.58399963378906, 360.2831726074219, 537.7000122070312, 373.0895690917969)",,
ch1092,94,94,reference,12.0,При переходе по ссылке отображается интерфейс отладки (см. подробнее раздел,"(56.66400146484375, 383.15997314453125, 569.85205078125, 397.0799865722656)",,
ch1093,94,94,paragraph,12.0,Отладка,"(56.66400146484375, 400.4399719238281, 106.50001525878906, 414.3599853515625)",134,
ch1094,94,94,reference,12.0,"), в котором применен фильтр по выбранному идентификатору запуска (launch_result_id), см. Рисунок 128.","(106.61000061035156, 400.4399719238281, 569.6060180664062, 414.3599853515625)",134,
ch1095,94,94,reference,11.04,Рисунок 128 — Просмотр результатов генерации события в разделе «Отладка»,"(104.93000030517578, 747.2592163085938, 521.3500366210938, 760.0656127929688)",,
ch1096,95,95,reference,12.0,"95 Для передачи информации о запросе разработчикам компании, например, для интеграции с CRM, удобно использовать кнопки копирования запроса в формате curl (см. Рисунок 129).","(305.3999938964844, 810.47998046875, 321.1199951171875, 824.3999633789062)",94,
ch1097,95,95,reference,11.04,Рисунок 129 — Кнопки для копирования запроса в формате curl,"(147.1699981689453, 412.8431701660156, 479.3500061035156, 425.6495666503906)",,
ch1098,95,95,paragraph,12.0,"При генерации событий при помощи интерфейса консоли маркетолога система не даст ввести значения аргументов, не соответствующие их типу. При генерации событий при помощи API-вызовов также выполняется проверка соответствия типов аргументов. Например, при вызове события с некорректным значением аргумента vip:","(56.66400146484375, 435.7399597167969, 569.9620361328125, 449.65997314453125)",,
ch1099,95,95,paragraph,10.08,"curl -X POST -H ""Content-Type: application/json"" -H ""Authorization: Bearer Contoso_:eyJoXfD saJkKrsGFH..."" -d '{ ""customer_messenger_id"": 13561, ""event_name"": ""numeric_code_for_client"", ""arguments"": { ""code"": 133442, ""discount"": 15, ""vip"": ""no"" } }' ""https://mailing-factory.dev.maxbot.ai/v1/event""","(56.66400146484375, 514.7382202148438, 566.6755981445312, 526.156982421875)",,
ch1100,95,95,paragraph,12.0,сервер вернет ответ с HTTP-статусом 409:,"(56.66400146484375, 667.3900146484375, 304.32000732421875, 681.3099975585938)",,
ch1101,95,95,caption,10.08,"HTTP/2 409 { ""detail"": ""Argument type error(boolean): no"", ""key"": ""argument_type"", }","(56.66400146484375, 694.3081665039062, 118.65898132324219, 705.7269287109375)",,
ch1102,96,96,paragraph,12.0,96,"(305.3999938964844, 810.47998046875, 321.1199951171875, 824.3999633789062)",,
ch1103,96,96,paragraph,18.0,"События, отложенные до подтверждения клиентом номера телефона","(56.66400146484375, 42.54195785522461, 571.1380615234375, 65.0059585571289)",,
ch1104,96,96,paragraph,12.0,"При генерации событий описанным выше запросом рассылка для указанного в ней клиента стартует сразу после получения запроса. Если клиента с таким идентификатором не найдено, то рассылка не будет запущена.","(56.66400146484375, 104.6600112915039, 570.0999755859375, 118.58000946044922)",,
ch1105,96,96,paragraph,12.0,"В некоторых случаях удобно иметь возможность отложить запуск рассылки для клиентов, которые еще не подключились к боту, и, соответственно, не имеют идентификатора. Например, когда компании выгодно подключать клиентов к боту для ведения дальнейшей коммуникации, и клиентам предлагается скидка, но только в том случае если они подключатся к боту и подтвердят в нем свой номер телефона.","(56.66400146484375, 163.00999450683594, 570.0219116210938, 176.92999267578125)",,
ch1106,96,96,reference,12.0,"В этом случае компания может сгенерировать отложенное событие, указав не идентификатор клиента, а его номер телефона. Бот будет ждать заданное время (ttl, англ. time to live; настройка в интерфейсе называется «Время ожидания подтверждения номера телефона» и задается в секундах, см. Рисунок 130), и если клиент за это время подтвердит свой номер телефона, то событие будет сгенерировано и рассылка для него начнется.","(56.66400146484375, 255.91001892089844, 569.5441284179688, 269.83001708984375)",95,
ch1107,96,96,reference,11.04,Рисунок 130 — Генерация отложенного события подтверждения номера телефона,"(96.76799774169922, 723.503173828125, 529.5400390625, 736.3095703125)",,
ch1108,96,96,paragraph,12.0,"Если клиент с таким номером телефона уже есть, то он сразу получит рассылку, несмотря на приоритет мессенджеров (например, если по приоритету Facebook* первый, ВКонтакте второй, а Telegram* третий, но клиент не подтвердил номер в Facebook*, то","(56.66400146484375, 746.3760375976562, 569.5322265625, 760.2960205078125)",,
ch1109,97,97,paragraph,12.0,"97 рассылка уйдет во ВКонтакте. Среди мессенджеров, где телефон подтвержден, приоритет учитывается).","(305.6400146484375, 810.47998046875, 320.8800048828125, 824.3999633789062)",,
ch1110,97,97,paragraph,12.0,Примечание:,"(56.66400146484375, 87.3799819946289, 136.72999572753906, 101.29998016357422)",,
ch1111,97,97,paragraph,12.0,Сгенерировать отложенное событие также можно при помощи,"(56.66400146484375, 110.68997955322266, 452.5560607910156, 124.60997772216797)",,
ch1112,97,97,paragraph,12.0,API-вызова,"(458.3299865722656, 110.68997955322266, 521.9020385742188, 124.60997772216797)",158,
ch1113,97,97,reference,12.0,", задав ненулевой параметр ttl (см. запрос «Генерация события по номеру телефона» в разделе","(521.9500122070312, 110.68997955322266, 570.0220947265625, 124.60997772216797)",158,
ch1114,97,97,paragraph,12.0,API консоли маркетолога,"(56.66400146484375, 145.48997497558594, 201.9600067138672, 159.40997314453125)",158,
ch1115,97,97,paragraph,12.0,).,"(202.14999389648438, 145.48997497558594, 210.6699981689453, 159.40997314453125)",158,
ch1116,97,97,paragraph,18.0,"События, отложенные до подписки клиента в мессенджере","(56.66400146484375, 179.13198852539062, 571.1859741210938, 201.59597778320312)",,
ch1117,97,97,paragraph,12.0,Клиенты всех поддерживаемых мессенджеров имеют возможность отписаться от получения сообщений от бота в мессенджере (не следует путать с отпиской от всех рассылок на уровне Maxbot). Это приводит к невозможности отправлять таким клиентам какие-либо сообщения.,"(56.66400146484375, 213.1899871826172, 569.5441284179688, 227.1099853515625)",,
ch1118,97,97,reference,12.0,"В некоторых случаях может быть целесообразно подождать, пока клиент подпишется обратно. Например, когда клиенту предлагают присылать информацию о статусе сделанного заказа.","(56.66400146484375, 288.8199768066406, 569.5321655273438, 302.739990234375)",,
ch1119,97,97,reference,12.0,Для этого предназначен второй тип ожидания — ожидание подписки клиента в мессенджерах; это время также задается в секундах (см. Рисунок 131).,"(56.66400146484375, 346.89996337890625, 570.0999755859375, 360.8199768066406)",96,
ch1120,97,97,reference,11.04,Рисунок 131 — Генерация отложенного события ожидания подписки в мессенджере,"(94.12799835205078, 689.1831665039062, 532.4199829101562, 701.9895629882812)",,
ch1121,97,97,paragraph,12.0,Примечание:,"(56.66400146484375, 716.1400146484375, 136.72999572753906, 730.0599975585938)",,
ch1122,97,97,paragraph,12.0,"Данный тип ожидания может быть задан как в запросе генерации отложенного события, так и в запросе генерации обычного события по идентификатору клиента. Для указания задержки используется параметр запроса unsubscribed_ttl (настройка в интерфейсе —","(56.66400146484375, 739.416015625, 569.5440673828125, 753.3359985351562)",,
ch1123,98,98,reference,12.0,98 «Время ожидания подписки в мессенджере»). Подробнее об этом см. в описании API- запросов группы «Генерация событий» в разделе,"(305.3999938964844, 810.47998046875, 321.3599853515625, 824.3999633789062)",158,
ch1124,98,98,paragraph,12.0,API консоли маркетолога,"(344.05999755859375, 60.019996643066406, 489.3560791015625, 73.93999481201172)",158,
ch1125,98,98,paragraph,12.0,.,"(489.30999755859375, 60.019996643066406, 494.95001220703125, 73.93999481201172)",158,
ch1126,98,98,reference,11.04,Рисунок 132 — Генерация отложенного события ожидания подписки в мессенджере (по идентификатору клиента),"(83.78399658203125, 316.82318115234375, 542.0521850585938, 329.62957763671875)",,
ch1127,98,98,paragraph,12.0,"Если клиент подписывается в мессенджере в течение указанного времени, то для него начинается рассылка. Если не успевает, то рассылка не начинается, событие считается просроченным.","(56.66400146484375, 352.4399719238281, 569.5198974609375, 366.3599853515625)",,
ch1128,98,98,paragraph,12.0,Примечание:,"(56.66400146484375, 414.8399658203125, 133.85000610351562, 428.7599792480469)",,
ch1129,98,98,paragraph,12.0,"Клиенту можно отправить SMS если он отписался от бота в мессенджере. Для этого нужно выставить флаг failback_to_sms (в интерфейсе флажок «Отправлять SMS, если мессенджеры не используются или клиент не подключен к ним») и задать параметр unsubscribed_ttl=0 (в интерфейсе в поле «Время ожидания подписки в мессенджере» задать 0). Если при этом задать параметр unsubscribed_ttl > 0, то бот начнет ожидание подписки в мессенджере, SMS рассылка не начнется.","(56.66400146484375, 438.1399841308594, 569.7999877929688, 452.05999755859375)",,
ch1130,98,98,paragraph,18.0,Отправка рассылок по номеру телефона,"(56.66400146484375, 558.6919555664062, 415.8559875488281, 581.156005859375)",,
ch1131,98,98,paragraph,12.0,"В некоторых случаях неудобно генерировать событие указывая идентификатор клиента. Для таких случаев можно указать номер телефона, время ожидания подтверждения номера телефона = 0 и приоритет мессенджеров.","(56.66400146484375, 592.75, 569.8759765625, 606.6699829101562)",,
ch1132,98,98,paragraph,12.0,"В этом случае бот запустит рассылку, настроенную на начало по указанному событию, для клиента с указанным номером телефона. Если клиент подтвердил свой номер в нескольких мессенджерах, то будет взят первый по заданному приоритету. Если нет клиентов, которые подтвердили указанный номер телефона, то рассылка не начнется ни для кого из клиентов.","(56.66400146484375, 650.8300170898438, 569.49609375, 664.75)",,
ch1133,99,99,paragraph,12.0,99,"(305.3999938964844, 810.47998046875, 321.1199951171875, 824.3999633789062)",,
ch1134,99,99,reference,11.04,Рисунок 133 — Отправка рассылки по номеру телефона с указанием приоритета мессенджеров,"(59.784000396728516, 435.6631774902344, 566.739990234375, 448.4695739746094)",,
ch1135,99,99,reference,12.0,Отправка рассылок по номеру телефона и отложенные события отличаются только параметром «Время ожидания подтверждения номера телефона». Внутренний механизм и запрос API-запрос одинаковы (см. запрос «Генерация события по номеру телефона» в разделе,"(56.66400146484375, 458.53997802734375, 569.5199584960938, 472.4599914550781)",https://maxbotai.atlassian.net/wiki/spaces/API/pages/5570575/Marketer.#%D0%93%D0%B5%D0%BD%D0%B5%D1%80%D0%B0%D1%86%D0%B8%D1%8F-%D1%81%D0%BE%D0%B1%D1%8B%D1%82%D0%B8%D1%8F-%D0%BF%D0%BE-%D0%BD%D0%BE%D0%BC%D0%B5%D1%80%D1%83-%D1%82%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD%D0%B0,
ch1136,99,99,paragraph,12.0,API консоли маркетолога,"(108.05000305175781, 510.6499328613281, 253.1179962158203, 524.5699462890625)",158,
ch1137,99,99,paragraph,12.0,).,"(253.3000030517578, 510.6499328613281, 262.05999755859375, 524.5699462890625)",158,
ch1138,99,99,paragraph,12.0,Примечание:,"(56.66400146484375, 538.25, 136.72999572753906, 552.1699829101562)",,
ch1139,99,99,paragraph,12.0,"При отправке SMS-рассылок флажок «Отправлять SMS если мессенджеры не используются или клиент не подключен к ним» должен быть установлен, поле «Время ожидания подтверждения номера телефона» должно быть установлено в 0, рассылка должна содержать SMS-блок.","(56.66400146484375, 561.5299682617188, 569.9539794921875, 575.449951171875)",,
ch1140,99,99,paragraph,18.0,Статусы событий,"(56.66400146484375, 647.031982421875, 211.75599670410156, 669.4960327148438)",,
ch1141,99,99,paragraph,12.0,"Часто вызывающей стороне нужно знать, чем закончилась генерация события: началась ли для клиента рассылка; если да, то какая, когда и т. д. Для этого предусмотрены статусы событий, которые можно получить, обработав ответ на запрос генерации событий.","(56.66400146484375, 681.1000366210938, 570.0219116210938, 695.02001953125)",,
ch1142,99,99,paragraph,12.0,"При генерации событий в ответе на запрос возвращаются идентификаторы запусков (flow), или идентификаторы отложенных событий.","(56.66400146484375, 756.7200317382812, 569.6859741210938, 770.6400146484375)",,
ch1143,100,100,paragraph,12.0,"100 Если событие сгенерировано по идентификатору клиента или по номеру телефона, и клиент с указанным номером уже существует, то в ответе на запрос генерации события возвращается список launch_customer_ids с идентификаторами запусков рассылок.","(302.2799987792969, 810.47998046875, 324.4800109863281, 824.3999633789062)",,
ch1144,100,100,reference,12.0,Информацию по каждому запуску можно получить с помощью API-запроса (см. запрос «Получение статуса запуска рассылки» в разделе,"(56.66400146484375, 100.81998443603516, 570.0099487304688, 114.73998260498047)",158,
ch1145,100,100,paragraph,12.0,API консоли маркетолога,"(349.3399963378906, 118.1299819946289, 494.4080505371094, 132.04998779296875)",158,
ch1146,100,100,paragraph,12.0,).,"(494.5899963378906, 118.1299819946289, 503.3500061035156, 132.04998779296875)",158,
ch1147,100,100,paragraph,22.08,Использование макросов,"(56.66400146484375, 147.57032775878906, 329.8521423339844, 175.1261749267578)",,
ch1148,100,100,reference,12.0,"Макросы позволяют персонифицировать рассылки для клиентов. Например, можно создать рассылку (см. Рисунок 134), в тексте которой используются два макроса:","(56.66400146484375, 190.38999938964844, 570.0758666992188, 204.30999755859375)",99,
ch1149,100,100,list_block,12.0,"• customer_name — имя и отчество клиента;
• customer_discount — персональная скидка.","(56.66400146484375, 231.36553955078125, 62.18353271484375, 246.06671142578125)",,"['• customer_name — имя и отчество клиента;', '• customer_discount — персональная скидка.']"
ch1151,100,100,reference,11.04,"Рисунок 134 — Рассылка, использующая два макроса","(171.6699981689453, 409.003173828125, 454.6100158691406, 421.8095703125)",,
ch1152,100,100,paragraph,12.0,"Далее можно использовать файл аудитории, в котором заданы значения для используемых макросов. Например, файл в формате JSON может иметь следующий вид:","(56.66400146484375, 431.89996337890625, 569.5321655273438, 445.8199768066406)",,
ch1153,100,100,caption,10.08,{,"(56.66400146484375, 478.70819091796875, 68.23298645019531, 490.1269226074219)",,
ch1154,100,100,caption,10.08,"""customers"": [","(56.66400146484375, 496.70819091796875, 141.21897888183594, 508.1269226074219)",,
ch1155,100,100,caption,10.08,{,"(113.33000183105469, 514.7382202148438, 124.89898681640625, 526.156982421875)",,
ch1156,100,100,caption,10.08,"""id"": 13561,","(141.64999389648438, 532.7382202148438, 214.91897583007812, 544.156982421875)",,
ch1157,100,100,caption,10.08,"""timezone"": ""Europe/Moscow"",","(141.64999389648438, 550.7382202148438, 304.4889831542969, 562.156982421875)",,
ch1158,100,100,caption,10.08,"""customer_data"": {","(141.64999389648438, 568.7382202148438, 248.54898071289062, 580.156982421875)",,
ch1159,100,100,caption,10.08,"""customer_name"": ""Дмитрий Владимирович"",","(169.99000549316406, 586.7382202148438, 400.02899169921875, 598.156982421875)",,
ch1160,100,100,caption,10.08,"""customer_discount"": ""15""","(169.99000549316406, 604.7581787109375, 316.00897216796875, 616.1769409179688)",,
ch1161,100,100,caption,10.08,},"(169.99000549316406, 622.7581787109375, 181.55897521972656, 634.1769409179688)",,
ch1162,100,100,caption,10.08,"},","(113.33000183105469, 640.7581787109375, 130.6589813232422, 652.1769409179688)",,
ch1163,100,100,caption,10.08,{,"(113.33000183105469, 658.7581787109375, 124.89898681640625, 670.1769409179688)",,
ch1164,100,100,caption,10.08,"""phone"": ""79999999999"",","(141.64999389648438, 676.7882080078125, 276.62896728515625, 688.2069702148438)",,
ch1165,100,100,caption,10.08,"""messengers_order"": [""telegram"", ""vkontakte"", ""facebook*""],","(141.64999389648438, 694.7882080078125, 478.0789794921875, 706.2069702148438)",,
ch1166,100,100,caption,10.08,"""timezone"": ""Europe/Moscow"",","(141.64999389648438, 712.7882080078125, 304.4889831542969, 724.2069702148438)",,
ch1167,100,100,caption,10.08,"""failback_to_sms"": false,","(141.64999389648438, 730.7882080078125, 287.6889953613281, 742.2069702148438)",,
ch1168,100,100,caption,10.08,"""customer_data"": {","(141.64999389648438, 748.7841796875, 248.54898071289062, 760.2029418945312)",,
ch1169,100,100,caption,10.08,"""customer_name"": ""Владимир Валерьевич"",","(169.99000549316406, 766.8081665039062, 394.50897216796875, 778.2269287109375)",,
ch1170,100,100,caption,10.08,"""customer_discount"": ""10""","(169.99000549316406, 784.8081665039062, 316.00897216796875, 796.2269287109375)",,
ch1171,101,101,paragraph,12.0,101,"(303.9599914550781, 810.47998046875, 322.55999755859375, 824.3999633789062)",,
ch1172,101,101,caption,10.08,},"(169.99000549316406, 48.5081672668457, 181.55897521972656, 59.926918029785156)",,
ch1173,101,101,caption,10.08,},"(113.33000183105469, 66.50816345214844, 124.89898681640625, 77.92691802978516)",,
ch1174,101,101,caption,10.08,"],","(84.98400115966797, 84.50816345214844, 102.33699035644531, 95.92691802978516)",,
ch1175,101,101,caption,10.08,"""macroses"": [","(84.98400115966797, 102.50816345214844, 163.79898071289062, 113.92691802978516)",,
ch1176,101,101,caption,10.08,{,"(113.33000183105469, 120.53819274902344, 124.89898681640625, 131.95693969726562)",,
ch1177,101,101,caption,10.08,"""name"": ""customer_name"",","(141.64999389648438, 138.53819274902344, 282.1689758300781, 149.95693969726562)",,
