id,label,chunk_id,page_start,page_end,type,font_size,text,bbox,hyperlink_target,items_raw,level,order,figure_id,figure_number,page,caption_text,file,saved_ext,width_px,height_px,value
chunk_ch1529,Chunk,ch1529,130.0,130.0,paragraph,12.0,130,"(302.760009765625, 810.47998046875, 323.760009765625, 824.3999633789062)",,,,,,,,,,,,,
chunk_ch1530,Chunk,ch1530,130.0,130.0,reference,11.04,"Рисунок 173 — Лендинг с перечнем доступных мессенджеров, которые можно использовать для общения с ботом","(62.183998107910156, 287.06317138671875, 563.8801879882812, 299.86956787109375)",,,,,,,,,,,,,
chunk_ch1531,Chunk,ch1531,130.0,130.0,ordered_list_block,12.0,3. Клиент выбирает удобный ему мессенджер.,"(56.66400146484375, 322.65997314453125, 65.90399932861328, 336.5799865722656)",,['3. Клиент выбирает удобный ему мессенджер.'],,,,,,,,,,,
chunk_ch1532,Chunk,ch1532,130.0,130.0,paragraph,12.0,Примечание:,"(74.42400360107422, 350.27996826171875, 151.61000061035156, 364.1999816894531)",,,,,,,,,,,,,
chunk_ch1533,Chunk,ch1533,130.0,130.0,paragraph,12.0,"Если какая-либо кнопка не срабатывает, значит соответствующее приложение мессенджера не установлено и его сначала необходимо установить.","(74.42400360107422, 373.5599670410156, 569.7879028320312, 387.47998046875)",,,,,,,,,,,,,
chunk_ch1534,Chunk,ch1534,130.0,130.0,ordered_list_block,12.0,"4. Клиент запускает приложение соответствующего мессенджера (в нашем примере — Telegram, см. Рисунок 174). После старта бота происходит автоматическое подтверждение номера телефона.","(56.66400146484375, 418.4399719238281, 66.38400268554688, 432.3599853515625)",,"['4. Клиент запускает приложение соответствующего мессенджера (в нашем примере — Telegram, см. Рисунок 174). После старта бота происходит автоматическое подтверждение номера телефона.']",,,,,,,,,,,
chunk_ch1535,Chunk,ch1535,130.0,130.0,reference,11.04,Рисунок 174 — Клиент подтвердил номер телефона и продолжил общение с ботом в Telegram,"(67.7040023803711, 632.51318359375, 558.5800170898438, 645.319580078125)",,,,,,,,,,,,,
chunk_ch1536,Chunk,ch1536,130.0,130.0,paragraph,22.08,Просмотр журнала рассылок,"(56.66400146484375, 657.2302856445312, 373.5521545410156, 684.7861328125)",,,,,,,,,,,,,
chunk_ch1537,Chunk,ch1537,130.0,130.0,reference,12.0,"В разделе «Журнал» маркетолог может узнать количество клиентов, для которых рассылка запускалась и с какими статусами произошли запуски. В Журнале рассылок отображаются все созданные и запущенные рассылки для выбранного бота (см. Рисунок 175)","(56.66400146484375, 700.0599975585938, 570.033935546875, 713.97998046875)",130,,,,,,,,,,,,
chunk_ch1538,Chunk,ch1538,131.0,131.0,paragraph,12.0,131,"(304.67999267578125, 810.47998046875, 322.0799865722656, 824.3999633789062)",,,,,,,,,,,,,
chunk_ch1539,Chunk,ch1539,131.0,131.0,reference,11.04,"Рисунок 175 — Отображение вкладки ""Журнал""","(190.14999389648438, 248.6331787109375, 436.3699951171875, 261.4395751953125)",,,,,,,,,,,,,
chunk_ch1540,Chunk,ch1540,131.0,131.0,reference,12.0,В этом разделе при помощи фильтра по названию можно найти данные по нужной рассылки. Данные представленные в формате таблицы:,"(56.66400146484375, 271.2999572753906, 569.5319213867188, 285.219970703125)",,,,,,,,,,,,,
chunk_ch1541,Chunk,ch1541,131.0,131.0,list_block,12.0,"• Название рассылки – при клике переход на рассылку;
• Статистика по рассылке – при клике переход на","(56.66400146484375, 312.2755126953125, 62.18353271484375, 326.9766845703125)",,"['• Название рассылки – при клике переход на рассылку;', '• Статистика по рассылке – при клике переход на']",,,,,,,,,,,
chunk_ch1543,Chunk,ch1543,131.0,131.0,paragraph,12.0,статистику,"(359.17999267578125, 337.77996826171875, 421.18402099609375, 351.6999816894531)",155,,,,,,,,,,,,
chunk_ch1544,Chunk,ch1544,131.0,131.0,paragraph,12.0,;,"(421.3699951171875, 337.77996826171875, 427.010009765625, 351.6999816894531)",155,,,,,,,,,,,,
chunk_ch1545,Chunk,ch1545,131.0,131.0,list_block,12.0,"• Запуск – время последнего перехода рассылки в активный режим;
• Состояние – текущее состояние рассылки.","(56.66400146484375, 361.2555236816406, 62.18353271484375, 375.9566955566406)",,"['• Запуск – время последнего перехода рассылки в активный режим;', '• Состояние – текущее состояние рассылки.']",,,,,,,,,,,
chunk_ch1547,Chunk,ch1547,131.0,131.0,reference,12.0,Следующие столбцы представлены в виде таблицы (см. Таблица 8) с описанием их значения.,"(56.66400146484375, 409.79998779296875, 570.0879516601562, 423.7200012207031)",130,,,,,,,,,,,,
chunk_ch1548,Chunk,ch1548,131.0,131.0,reference,11.04,Таблица 8 — Описание столбцов в журнале рассылок,"(56.66400146484375, 444.5431823730469, 342.5, 457.3495788574219)",,,,,,,,,,,,,
chunk_ch1549,Chunk,ch1549,131.0,131.0,paragraph,12.0,Название столбца Описание,"(62.42399978637695, 464.0599670410156, 171.07000732421875, 477.97998046875)",,,,,,,,,,,,,
chunk_ch1550,Chunk,ch1550,131.0,131.0,paragraph,12.0,"Всего клиентов Всего клиентов, которым была запущена рассылка","(62.42399978637695, 487.8199768066406, 153.0500030517578, 501.739990234375)",,,,,,,,,,,,,
chunk_ch1551,Chunk,ch1551,131.0,131.0,paragraph,12.0,"Успех Кол-во клиентов, которым рассылка дошла успешно","(62.42399978637695, 511.8500061035156, 98.80799865722656, 525.77001953125)",,,,,,,,,,,,,
chunk_ch1552,Chunk,ch1552,131.0,131.0,paragraph,12.0,"Успех (sms) Кол-во клиентов, которым успешно отправлены sms","(62.42399978637695, 535.6100463867188, 129.29000854492188, 549.530029296875)",,,,,,,,,,,,,
chunk_ch1553,Chunk,ch1553,131.0,131.0,paragraph,12.0,"Ошибка Кол-во клиентов, для которых рассылка не началась из- за ошибки при запуске","(62.42399978637695, 559.6100463867188, 112.01000213623047, 573.530029296875)",,,,,,,,,,,,,
chunk_ch1554,Chunk,ch1554,131.0,131.0,paragraph,12.0,"Ошибка при отправке sms Кол-во клиентов, для которых провайдер, через которого отправлялись смс, вернул ошибку","(62.42399978637695, 600.9099731445312, 216.42999267578125, 614.8299560546875)",,,,,,,,,,,,,
chunk_ch1555,Chunk,ch1555,131.0,131.0,paragraph,12.0,"Нет SMS-блока Кол-во клиентов, которые пропущены, т.к. в рассылке нет sms-блока","(62.42399978637695, 642.1900024414062, 152.80999755859375, 656.1099853515625)",,,,,,,,,,,,,
chunk_ch1556,Chunk,ch1556,131.0,131.0,paragraph,12.0,"Клиенты других рассылок Кол-во клиентов, исключенных из рассылки, т.к. они входят в аудиторию других рассылок","(62.42399978637695, 683.5, 213.07000732421875, 697.4199829101562)",,,,,,,,,,,,,
chunk_ch1557,Chunk,ch1557,131.0,131.0,paragraph,12.0,"Отписались Кол-во клиентов, которые отписались от целевых рассылок.","(62.42399978637695, 724.780029296875, 133.61000061035156, 738.7000122070312)",,,,,,,,,,,,,
chunk_ch1558,Chunk,ch1558,132.0,132.0,paragraph,12.0,132 Название столбца Описание,"(303.4800109863281, 810.47998046875, 323.2799987792969, 824.3999633789062)",,,,,,,,,,,,,
chunk_ch1559,Chunk,ch1559,132.0,132.0,paragraph,12.0,"Пропущено Кол-во клиентов, которым рассылка уже отправлялась. В рассылке не стоит флаг «Отправлять клиентам, которые уже получали эту рассылку»","(62.42399978637695, 72.9799575805664, 132.1699981689453, 86.89995574951172)",,,,,,,,,,,,,
chunk_ch1560,Chunk,ch1560,132.0,132.0,paragraph,12.0,"Ошибка при генерации deeplink (sms) Кол-во клиентов, у которых при отправке sms не удалось сгенерировать deeplink","(62.42399978637695, 131.8099822998047, 111.94801330566406, 145.72998046875)",,,,,,,,,,,,,
chunk_ch1561,Chunk,ch1561,132.0,132.0,paragraph,12.0,"Ошибка при вызове внешней системы (sms) Кол-во клиентов, у которых вызов внешней системы перед отправкой sms завершился с ошибкой","(62.42399978637695, 173.0900115966797, 231.40798950195312, 187.010009765625)",,,,,,,,,,,,,
chunk_ch1562,Chunk,ch1562,132.0,132.0,paragraph,12.0,"Не оплачены Кол-во клиентов, которые не получили рассылку из-за того, что клиентов больше, чем предусмотрено текущим тарифом.","(62.42399978637695, 214.38999938964844, 139.61000061035156, 228.30999755859375)",,,,,,,,,,,,,
chunk_ch1563,Chunk,ch1563,132.0,132.0,paragraph,12.0,"Рассылка не успела начаться Кол-во клиентов, для которых рассылка не успела начаться из-за ограничения времени начала рассылки, либо из-за того, что маркетолог вручную остановил рассылку.","(62.42399978637695, 272.9799499511719, 121.28401184082031, 286.89996337890625)",,,,,,,,,,,,,
chunk_ch1564,Chunk,ch1564,132.0,132.0,paragraph,22.08,Выгрузка данных для выбранного бота,"(56.66400146484375, 378.52032470703125, 476.3221435546875, 406.0761413574219)",,,,,,,,,,,,,
chunk_ch1565,Chunk,ch1565,132.0,132.0,paragraph,18.0,Выгрузка аудитории,"(56.66400146484375, 421.36199951171875, 239.86599731445312, 443.82598876953125)",,,,,,,,,,,,,
chunk_ch1566,Chunk,ch1566,132.0,132.0,reference,12.0,В разделе «Выгрузка данных» маркетолог может выгрузить всех клиентов выбранного бота (см. Рисунок 176).,"(56.66400146484375, 455.41998291015625, 569.7280883789062, 469.3399963378906)",131,,,,,,,,,,,,
chunk_ch1567,Chunk,ch1567,132.0,132.0,reference,11.04,Рисунок 176 — Выгрузка аудитории для выбранного бота,"(163.99000549316406, 737.6591796875, 462.5299987792969, 750.465576171875)",,,,,,,,,,,,,
chunk_ch1568,Chunk,ch1568,132.0,132.0,paragraph,12.0,Данные аудитории выгружаются в формате CSV. Формат файла:,"(56.66400146484375, 783.8400268554688, 428.2099914550781, 797.760009765625)",,,,,,,,,,,,,
chunk_ch1569,Chunk,ch1569,133.0,133.0,paragraph,12.0,133,"(303.4800109863281, 810.47998046875, 323.2799987792969, 824.3999633789062)",,,,,,,,,,,,,
chunk_ch1570,Chunk,ch1570,133.0,133.0,caption,10.08,customer_messenger_id;name;messenger_type;create_date;add_phone_date;phone;unsubscribed;,"(56.66400146484375, 48.5081672668457, 566.6690063476562, 59.926918029785156)",,,,,,,,,,,,,
chunk_ch1571,Chunk,ch1571,133.0,133.0,caption,10.08,allow_message;timezone;tags;first_customer_message_date;last_customer_message_date,"(56.66400146484375, 66.50816345214844, 521.9990234375, 77.92691802978516)",,,,,,,,,,,,,
chunk_ch1572,Chunk,ch1572,133.0,133.0,paragraph,12.0,где:,"(56.66400146484375, 84.4999771118164, 81.26399993896484, 98.41997528076172)",,,,,,,,,,,,,
chunk_ch1573,Chunk,ch1573,133.0,133.0,list_block,12.0,"• customer_messenger_id — идентификатор клиента в Maxbot;
• name — имя клиента в мессенджере;
• messenger_type — тип мессенджера;
• create_date — дата первого подключения к боту;
• add_phone_date — дата подтверждения номера телефона;
• phone — номер телефона;
• unsubscribed — признак того, отписан ли клиент от рассылок (true или false);
• allow_message — признак возможности отправки клиенту сообщений в мессенджере (если клиент отписался от бота, то будет значение false);
• timezone — часовой пояс клиента (может быть не задан, если клиент не добавлялся в аудиторию рассылок);
• tags — список тегов клиента, в квадратных скобках через запятую;
• first_customer_message_date — дата первого сообщения от клиента;
• last_customer_message_date — дата последнего сообщения клиента.","(56.66400146484375, 108.22552490234375, 62.18353271484375, 122.92669677734375)",,"['• customer_messenger_id — идентификатор клиента в Maxbot;', '• name — имя клиента в мессенджере;', '• messenger_type — тип мессенджера;', '• create_date — дата первого подключения к боту;', '• add_phone_date — дата подтверждения номера телефона;', '• phone — номер телефона;', '• unsubscribed — признак того, отписан ли клиент от рассылок (true или false);', '• allow_message — признак возможности отправки клиенту сообщений в мессенджере (если клиент отписался от бота, то будет значение false);', '• timezone — часовой пояс клиента (может быть не задан, если клиент не добавлялся в аудиторию рассылок);', '• tags — список тегов клиента, в квадратных скобках через запятую;', '• first_customer_message_date — дата первого сообщения от клиента;', '• last_customer_message_date — дата последнего сообщения клиента.']",,,,,,,,,,,
chunk_ch1585,Chunk,ch1585,133.0,133.0,paragraph,18.0,Выгрузка статистики рассылок,"(56.66400146484375, 442.02197265625, 332.2860107421875, 464.4859619140625)",,,,,,,,,,,,,
chunk_ch1586,Chunk,ch1586,133.0,133.0,reference,12.0,В разделе «Выгрузка данных» также можно скачать «сырую» (необработанную) статистику рассылок для выбранного бота и выбранной рассылки (см. Рисунок 177),"(56.66400146484375, 476.0599670410156, 569.94189453125, 489.97998046875)",132,,,,,,,,,,,,
chunk_ch1587,Chunk,ch1587,133.0,133.0,caption,6.96,12,"(531.3400268554688, 494.13677978515625, 537.39404296875, 502.21038818359375)",,,,,,,,,,,,,
chunk_ch1588,Chunk,ch1588,133.0,133.0,paragraph,12.0,.,"(537.3400268554688, 493.5799865722656, 543.219970703125, 507.5)",,,,,,,,,,,,,
chunk_ch1589,Chunk,ch1589,133.0,133.0,reference,11.04,Рисунок 177 — Выгрузка статистики рассылок для выбранного бота,"(136.3699951171875, 738.8591918945312, 490.1500244140625, 751.6655883789062)",,,,,,,,,,,,,
chunk_ch1590,Chunk,ch1590,133.0,133.0,caption,6.0,12,"(56.66400146484375, 776.3999633789062, 61.974002838134766, 783.3599853515625)",,,,,,,,,,,,,
chunk_ch1591,Chunk,ch1591,133.0,133.0,paragraph,10.08,"В панели маркетолога также есть раздел «Статистика», в котором можно посмотреть другие, обработанные данные.","(61.944000244140625, 776.246337890625, 568.8401489257812, 787.9391479492188)",,,,,,,,,,,,,
chunk_ch1592,Chunk,ch1592,134.0,134.0,paragraph,12.0,"134 Статистика выгружается в формате CSV и содержит информацию о блоках действий, выполненных для клиентов в рамках выбранных рассылок. Если не указано ни одной рассылки, то выгружается статистика по всем рассылкам, за заданный период.","(303.239990234375, 810.47998046875, 323.5199890136719, 824.3999633789062)",,,,,,,,,,,,,
chunk_ch1593,Chunk,ch1593,134.0,134.0,reference,12.0,"Например, клиенту отправлена рассылка, изображенная ниже (см. Рисунок 178).","(56.66400146484375, 100.81998443603516, 519.1900024414062, 114.73998260498047)",133,,,,,,,,,,,,
chunk_ch1594,Chunk,ch1594,134.0,134.0,paragraph,12.0,"Если в рассылке клиент нажмет на кнопку «Подробнее», то в статистику добавится три записи: о выполнении блока «Основная информация», блока «Подробности» и блока «Напоминание» с датой и временем выполнения каждого блока, информацией о клиенте, рассылке и т. д.","(56.66400146484375, 124.1299819946289, 569.47216796875, 138.04998779296875)",,,,,,,,,,,,,
chunk_ch1595,Chunk,ch1595,134.0,134.0,paragraph,12.0,"Если другой клиент после получения блока «Основная информация» отпишется от рассылок, то в статистику добавится только одна запись – о выполнении блока «Основная информация».","(56.66400146484375, 199.74998474121094, 569.5560913085938, 213.66998291015625)",,,,,,,,,,,,,
chunk_ch1596,Chunk,ch1596,134.0,134.0,reference,11.04,Рисунок 178 — Пример рассылки с 3-мя блоками для сохранения статистики,"(112.37000274658203, 572.9732055664062, 514.1500244140625, 585.7796020507812)",,,,,,,,,,,,,
chunk_ch1597,Chunk,ch1597,134.0,134.0,reference,12.0,"Скачиваемый CSV-файл со статистикой имеет поля, описание которых приведено в таблице ниже.","(56.66400146484375, 595.8699951171875, 569.8640747070312, 609.7899780273438)",,,,,,,,,,,,,
chunk_ch1598,Chunk,ch1598,134.0,134.0,reference,11.04,Таблица 9 – Структура полей выгружаемого CSV-файла со статистикой,"(56.66400146484375, 636.5932006835938, 439.7300109863281, 649.3995971679688)",,,,,,,,,,,,,
chunk_ch1599,Chunk,ch1599,134.0,134.0,paragraph,12.0,Название поля Описание,"(62.42399978637695, 658.989990234375, 150.41000366210938, 672.9099731445312)",,,,,,,,,,,,,
chunk_ch1600,Chunk,ch1600,134.0,134.0,paragraph,12.0,mailing_id Идентификатор рассылки,"(62.42399978637695, 682.7799682617188, 121.37000274658203, 696.699951171875)",,,,,,,,,,,,,
chunk_ch1601,Chunk,ch1601,134.0,134.0,paragraph,12.0,"mailing_type Тип рассылки (target - целевая, info - информационная)","(62.42399978637695, 706.780029296875, 136.49000549316406, 720.7000122070312)",,,,,,,,,,,,,
chunk_ch1602,Chunk,ch1602,134.0,134.0,paragraph,12.0,mailing_title Название рассылки,"(62.42399978637695, 730.780029296875, 132.1699981689453, 744.7000122070312)",,,,,,,,,,,,,
chunk_ch1603,Chunk,ch1603,134.0,134.0,paragraph,12.0,customer_messenger_id Идентификатор клиента,"(62.42399978637695, 754.5599975585938, 199.6300048828125, 768.47998046875)",,,,,,,,,,,,,
chunk_ch1604,Chunk,ch1604,134.0,134.0,paragraph,12.0,customer_create_date Дата и время первого подключения клиента к боту,"(62.42399978637695, 778.5599975585938, 192.6699981689453, 792.47998046875)",,,,,,,,,,,,,
chunk_ch1605,Chunk,ch1605,135.0,135.0,paragraph,12.0,135 Название поля Описание,"(303.4800109863281, 810.47998046875, 323.2799987792969, 824.3999633789062)",,,,,,,,,,,,,
chunk_ch1606,Chunk,ch1606,135.0,135.0,paragraph,12.0,customer_name Имя клиента (как было задано в мессенджере во время первого подключения к боту),"(62.42399978637695, 72.9799575805664, 154.72999572753906, 86.89995574951172)",,,,,,,,,,,,,
chunk_ch1607,Chunk,ch1607,135.0,135.0,paragraph,12.0,customer_phone Подтвержденный клиентом номер телефона,"(62.42399978637695, 114.28995513916016, 158.58999633789062, 128.2099609375)",,,,,,,,,,,,,
chunk_ch1608,Chunk,ch1608,135.0,135.0,paragraph,12.0,stats_create_datestats_time Дата и время выполнения действий блока (node_to),"(62.42399978637695, 138.2899627685547, 226.77999877929688, 152.2099609375)",,,,,,,,,,,,,
chunk_ch1609,Chunk,ch1609,135.0,135.0,paragraph,12.0,node_from_id Идентификатор блока–источника перехода,"(62.42399978637695, 162.0499725341797, 141.77000427246094, 175.969970703125)",,,,,,,,,,,,,
chunk_ch1610,Chunk,ch1610,135.0,135.0,paragraph,12.0,node_from_name Название блока–источника перехода (или событие start),"(62.42399978637695, 186.0499725341797, 163.14999389648438, 199.969970703125)",,,,,,,,,,,,,
chunk_ch1611,Chunk,ch1611,135.0,135.0,paragraph,12.0,"node_to_id Идентификатор блока, действия которого были выполнены","(62.42399978637695, 227.34996032714844, 128.3300018310547, 241.26995849609375)",,,,,,,,,,,,,
chunk_ch1612,Chunk,ch1612,135.0,135.0,paragraph,12.0,"node_to_name Название блока, действия которого были выполнены","(62.42399978637695, 268.6600036621094, 149.69000244140625, 282.58001708984375)",,,,,,,,,,,,,
chunk_ch1613,Chunk,ch1613,135.0,135.0,paragraph,12.0,"edge_type Тип связи между блоком-источником и блоком, действия которого были выполнены:","(62.42399978637695, 292.6600036621094, 126.16999816894531, 306.58001708984375)",,,,,,,,,,,,,
chunk_ch1614,Chunk,ch1614,135.0,135.0,paragraph,12.0,timeout – задержка после отправки сообщения из блока-источника;,"(239.3800048828125, 333.4599609375, 564.3119506835938, 347.3799743652344)",,,,,,,,,,,,,
chunk_ch1615,Chunk,ch1615,135.0,135.0,paragraph,12.0,button_click – нажатие кнопки в блоке-источнике;,"(239.3800048828125, 374.27996826171875, 528.8200073242188, 388.1999816894531)",,,,,,,,,,,,,
chunk_ch1616,Chunk,ch1616,135.0,135.0,paragraph,12.0,direct – связь от события start (при этом задержка может быть ненулевой).,"(239.3800048828125, 397.5599670410156, 564.4459838867188, 411.47998046875)",,,,,,,,,,,,,
chunk_ch1617,Chunk,ch1617,135.0,135.0,paragraph,12.0,"edge_button_id Идентификатор кнопки, которая нажата в блоке- источнике перехода","(62.42399978637695, 438.8599853515625, 154.49000549316406, 452.7799987792969)",,,,,,,,,,,,,
chunk_ch1618,Chunk,ch1618,135.0,135.0,paragraph,12.0,"edge_button_name Название кнопки, которая нажата в блоке-источнике перехода","(62.42399978637695, 480.1399841308594, 176.11000061035156, 494.05999755859375)",,,,,,,,,,,,,
chunk_ch1619,Chunk,ch1619,135.0,135.0,paragraph,12.0,"args Аргументы, указанные при генерации события, которое инициировало начало этой рассылки для данного клиента","(62.42399978637695, 521.4500122070312, 89.90399932861328, 535.3699951171875)",,,,,,,,,,,,,
chunk_ch1620,Chunk,ch1620,135.0,135.0,paragraph,22.08,Отладка,"(56.66400146484375, 586.1903076171875, 153.86216735839844, 613.7461547851562)",,,,,,,,,,,,,
chunk_ch1621,Chunk,ch1621,135.0,135.0,paragraph,12.0,"При работе с рассылками, которые начинаются при возникновении события, часто необходимо узнать, почему клиент или множество клиентов не получили рассылку. В консоли маркетолога есть специальный раздел «Отладка», который помогает разобраться, что произошло после возникновения определенного события (вкладка «События») или запуска рассылки (вкладка «Рассылки»).","(56.66400146484375, 628.989990234375, 569.9900512695312, 642.9099731445312)",,,,,,,,,,,,,
chunk_ch1622,Chunk,ch1622,136.0,136.0,paragraph,12.0,136,"(303.4800109863281, 810.47998046875, 323.2799987792969, 824.3999633789062)",,,,,,,,,,,,,
chunk_ch1623,Chunk,ch1623,136.0,136.0,reference,11.04,Рисунок 179 — Раздел «Отладка»,"(226.17999267578125, 305.06317138671875, 400.1000061035156, 317.86956787109375)",,,,,,,,,,,,,
chunk_ch1624,Chunk,ch1624,136.0,136.0,paragraph,18.0,Аудит вызовов событий,"(56.66400146484375, 329.9019775390625, 264.34600830078125, 352.365966796875)",,,,,,,,,,,,,
chunk_ch1625,Chunk,ch1625,136.0,136.0,reference,12.0,"На вкладке «События» можно найти информацию о попытках сгенерировать то или иное событие. Поиск возможен по дате события, а также по его характеристикам. (для этого нужно нажать на иконку фильтра, см. Рисунок 180):","(56.66400146484375, 363.9599609375, 569.4959106445312, 377.8799743652344)",135,,,,,,,,,,,,
chunk_ch1626,Chunk,ch1626,136.0,136.0,reference,11.04,Рисунок 180 — Поиск события по его характеристикам,"(169.27000427246094, 674.3031616210938, 457.010009765625, 687.1095581054688)",,,,,,,,,,,,,
chunk_ch1627,Chunk,ch1627,136.0,136.0,reference,12.0,"Перечень доступных фильтров и их описание приведены в таблице 10. Между собой фильтры применяются по условию «И», т. е. возвращаются результаты, удовлетворяющие всем фильтрам.","(56.66400146484375, 697.1799926757812, 570.0218505859375, 711.0999755859375)",136,,,,,,,,,,,,
chunk_ch1628,Chunk,ch1628,137.0,137.0,paragraph,12.0,137,"(303.7200012207031, 810.47998046875, 323.0400085449219, 824.3999633789062)",,,,,,,,,,,,,
chunk_ch1629,Chunk,ch1629,137.0,137.0,reference,11.04,Таблица 10 — Описание фильтров для поиска событий,"(56.66400146484375, 42.42315673828125, 343.46002197265625, 55.229557037353516)",,,,,,,,,,,,,
chunk_ch1630,Chunk,ch1630,137.0,137.0,paragraph,12.0,Фильтр Описание,"(62.42399978637695, 64.81998443603516, 106.97000122070312, 78.73998260498047)",,,,,,,,,,,,,
chunk_ch1631,Chunk,ch1631,137.0,137.0,paragraph,12.0,Дата Дата попытки сгенерировать событие. Единственный обязательный фильтр для выполнения поиска.,"(62.42399978637695, 85.93997955322266, 94.24800109863281, 99.85997772216797)",,,,,,,,,,,,,
chunk_ch1632,Chunk,ch1632,137.0,137.0,paragraph,12.0,Название события В этом фильтре может быть указано полное название события или его часть (выполняется поиск заданной подстроки в названии события).,"(62.42399978637695, 120.28995513916016, 170.11000061035156, 134.2099609375)",,,,,,,,,,,,,
chunk_ch1633,Chunk,ch1633,137.0,137.0,paragraph,12.0,"Список идентификаторов рассылок Идентификаторы рассылок, которые начаты в результате вызова события. Фильтр применяется по условию «ИЛИ», т. е. возвращаются результаты, удовлетворяющие хотя бы одному из заданных значений.","(62.42399978637695, 168.2899627685547, 107.64000701904297, 182.2099609375)",,,,,,,,,,,,,
chunk_ch1634,Chunk,ch1634,137.0,137.0,paragraph,12.0,"Список launch_result_ids Идентификаторы запусков (launch_customer_ids или sms_launch_customer_ids или delayed_trigger_event_id, или unsubscribed_trigger_event_id), полученные в результате генерирования событий. Фильтр применяется по условию «ИЛИ», т. е. возвращаются результаты, удовлетворяющие хотя бы одному из заданных значений.","(62.42399978637695, 230.7100067138672, 107.64000701904297, 244.6300048828125)",,,,,,,,,,,,,
chunk_ch1635,Chunk,ch1635,137.0,137.0,paragraph,12.0,"Идентификатор бота В этом фильтре может быть указано полное системное название бота или его часть, т. е. выполняется поиск заданной подстроки.","(62.42399978637695, 321.219970703125, 154.89601135253906, 335.1399841308594)",,,,,,,,,,,,,
chunk_ch1636,Chunk,ch1636,137.0,137.0,paragraph,12.0,"Идентификатор клиента Идентификатор клиента, для которого началась рассылка в результате возникновения события.","(62.42399978637695, 356.03997802734375, 154.89601135253906, 369.9599914550781)",,,,,,,,,,,,,
chunk_ch1637,Chunk,ch1637,137.0,137.0,paragraph,12.0,"Имя клиента Имя клиента, для которого началась рассылка в результате возникновения события.","(62.42399978637695, 390.5999755859375, 136.00999450683594, 404.5199890136719)",,,,,,,,,,,,,
chunk_ch1638,Chunk,ch1638,137.0,137.0,paragraph,12.0,"Номер телефона Полный номер телефона клиента или его часть, для которого началась рассылка в результате возникновения события. Т.е. выполняется поиск заданной подстроки","(62.42399978637695, 424.91998291015625, 161.7100067138672, 438.8399963378906)",,,,,,,,,,,,,
chunk_ch1639,Chunk,ch1639,137.0,137.0,paragraph,12.0,Типы запуска рассылки по событию Позволяет отфильтровать события по «последствиям» запуска. Можно задать одно или несколько значений из:,"(62.42399978637695, 472.9399719238281, 142.1640167236328, 486.8599853515625)",,,,,,,,,,,,,
chunk_ch1640,Chunk,ch1640,137.0,137.0,list_block,12.0,"• «Ожидание подтверждения телефона» – события, в результате вызова которых началось ожидание подтверждения клиентом номера телефона (случай, когда в результате вызова события возвращается delayed_trigger_event_id).
• «Ожидание подписки на бота в мессенджере» – события, в результате вызова которых началось ожидание подписки клиента на бота в мессенджере (случай, когда в результате вызова события возвращается unsubscribed_trigger_event_id).
• «Передано в транспорт мессенджера» – события, в результате вызова которых началось отправка рассылки в мессенджер (случай, когда в результате вызова события возвращается launch_customer_ids).","(207.42999267578125, 506.95556640625, 212.94952392578125, 521.65673828125)",,"['• «Ожидание подтверждения телефона» – события, в результате вызова которых началось ожидание подтверждения клиентом номера телефона (случай, когда в результате вызова события возвращается delayed_trigger_event_id).', '• «Ожидание подписки на бота в мессенджере» – события, в результате вызова которых началось ожидание подписки клиента на бота в мессенджере (случай, когда в результате вызова события возвращается unsubscribed_trigger_event_id).', '• «Передано в транспорт мессенджера» – события, в результате вызова которых началось отправка рассылки в мессенджер (случай, когда в результате вызова события возвращается launch_customer_ids).']",,,,,,,,,,,
chunk_ch1643,Chunk,ch1643,138.0,138.0,paragraph,12.0,138 Фильтр Описание,"(303.239990234375, 810.47998046875, 323.2799987792969, 824.3999633789062)",,,,,,,,,,,,,
chunk_ch1644,Chunk,ch1644,138.0,138.0,list_block,12.0,"• «Передано в SMS-провайдер» – события, в результате вызова которых началось отправка SMS-рассылки (через SMS-провайдер, случай, когда в результате вызова события возвращается sms_launch_customer_ids).","(207.42999267578125, 73.155517578125, 212.94952392578125, 87.856689453125)",,"['• «Передано в SMS-провайдер» – события, в результате вызова которых началось отправка SMS-рассылки (через SMS-провайдер, случай, когда в результате вызова события возвращается sms_launch_customer_ids).']",,,,,,,,,,,
chunk_ch1645,Chunk,ch1645,138.0,138.0,paragraph,12.0,Результат вызова события Статус-код запроса вызова события:,"(62.42399978637695, 146.9299774169922, 164.4720001220703, 160.8499755859375)",,,,,,,,,,,,,
chunk_ch1646,Chunk,ch1646,138.0,138.0,list_block,12.0,"• 200 — запрос выполнен успешно;
• 40X – различные виды ошибок.","(207.42999267578125, 167.0255126953125, 212.94952392578125, 181.7266845703125)",,"['• 200 — запрос выполнен успешно;', '• 40X – различные виды ошибок.']",,,,,,,,,,,
chunk_ch1648,Chunk,ch1648,138.0,138.0,paragraph,12.0,"Список возможных источников события Один или несколько источников, откуда сгенерировано событие:","(62.42399978637695, 213.1899871826172, 172.8719940185547, 227.1099853515625)",,,,,,,,,,,,,
